key,latitude,longitude,date
1,40.770165,-73.982131,12/31/2024
2,40.79768,-73.951105,12/31/2024
3,40.863997,-73.92489,12/31/2024
4,40.75529207072,-73.99492151006,12/31/2024
5,40.715957,-73.997353,12/31/2024
6,40.756909,-73.990035,12/31/2024
7,40.711446,-73.98197,12/31/2024
8,40.75348180968,-73.98088850486,12/31/2024
9,40.757241,-73.968275,12/31/2024
10,40.764705,-73.978091,12/31/2024
11,40.756555,-73.992146,12/31/2024
12,40.828674,-73.943991,12/31/2024
13,40.796254,-73.973457,12/31/2024
14,40.75728553363,-73.97811527627,12/31/2024
15,40.808558,-73.952357,12/31/2024
16,40.79156983326,-73.94467676957,12/31/2024
17,40.808417746,-73.95247406035,12/31/2024
18,40.753479,-73.971012,12/31/2024
19,40.71772387017,-73.9857651559,12/31/2024
20,40.82403172341,-73.94475817615,12/31/2024
21,40.86056,-73.925726,12/31/2024
22,40.729586,-74.000846,12/31/2024
23,40.750432,-73.989281,12/31/2024
24,40.760463,-73.984675,12/31/2024
25,40.766905,-73.963731,12/31/2024
26,40.736707,-73.980148,12/31/2024
27,40.728721,-74.005305,12/31/2024
28,40.763321,-73.973718,12/31/2024
29,40.749681,-73.987957,12/31/2024
30,40.73537083787,-73.97507340421,12/31/2024
31,40.722415,-73.999334,12/31/2024
32,40.788459,-73.939373,12/31/2024
33,40.797017,-73.942803,12/31/2024
34,40.76103620106,-73.98701570452,12/31/2024
35,40.775901,-73.982152,12/31/2024
36,40.752009,-73.977394,12/31/2024
37,40.753826,-73.980643,12/31/2024
38,40.737082,-73.982963,12/31/2024
39,40.756643,-73.988371,12/31/2024
40,40.75723226526,-73.98979219055,12/31/2024
41,40.712368,-74.008885,12/31/2024
42,40.750296,-73.996711,12/31/2024
43,40.783754,-73.945908,12/31/2024
44,40.796342,-73.941199,12/31/2024
45,40.765912,-73.980943,12/31/2024
46,40.720537,-74.007583,12/31/2024
47,40.742835,-73.998429,12/31/2024
48,40.759767,-73.989812,12/31/2024
49,40.802573,-73.935196,12/31/2024
50,40.813352,-73.946996,12/31/2024
51,40.84834,-73.933546,12/31/2024
52,40.74134,-73.978394,12/31/2024
53,40.739292,-73.997295,12/31/2024
54,40.74937,-73.995525,12/31/2024
55,40.71792216586,-73.99309539468,12/31/2024
56,40.751978,-73.989915,12/31/2024
57,40.716012012,-73.9973320301,12/31/2024
58,40.735035,-73.991236,12/31/2024
59,40.75603526928,-73.9869480991,12/31/2024
60,40.753463,-73.994399,12/31/2024
61,40.808381,-73.946906,12/31/2024
62,40.831229,-73.93575,12/31/2024
63,40.73235,-73.982808,12/31/2024
64,40.812423,-73.949531,12/31/2024
65,40.75338726968,-73.99630403341,12/31/2024
66,40.813056,-73.949068,12/31/2024
67,40.748507,-73.990587,12/31/2024
68,40.726287,-73.987795,12/31/2024
69,40.760233,-73.996895,12/31/2024
70,40.7410551529,-73.99786005614,12/31/2024
71,40.75152348693,-73.99394730218,12/31/2024
72,40.825363,-73.93807,12/31/2024
73,40.812876,-73.950641,12/31/2024
74,40.75353270126,-73.99453689202,12/31/2024
75,40.83224006196,-73.94250007527,12/31/2024
76,40.76354467604,-73.9851922196,12/31/2024
77,40.733884,-74.005429,12/31/2024
78,40.75648886983,-73.99775849402,12/31/2024
79,40.791881,-73.968247,12/31/2024
80,40.756227,-73.994245,12/31/2024
81,40.72070953128,-73.98130916588,12/31/2024
82,40.78831825625,-73.94101767733,12/31/2024
83,40.747881,-73.991041,12/31/2024
84,40.750929,-73.992531,12/31/2024
85,40.77949772523,-73.95558406795,12/31/2024
86,40.74978831616,-73.98776859949,12/30/2024
87,40.812122,-73.947893,12/30/2024
88,40.78424527389,-73.94708779205,12/30/2024
89,40.729086,-73.988802,12/30/2024
90,40.822656,-73.945419,12/30/2024
91,40.715957,-73.997353,12/30/2024
92,40.766905,-73.963731,12/30/2024
93,40.752009,-73.977394,12/30/2024
94,40.808381,-73.946906,12/30/2024
95,40.761249,-73.994298,12/30/2024
96,40.75219043401,-73.9934635984,12/30/2024
97,40.718898,-74.002316,12/30/2024
98,40.770165,-73.982131,12/30/2024
99,40.816013,-73.958065,12/30/2024
100,40.722415,-73.999334,12/30/2024
101,40.799465,-73.967431,12/30/2024
102,40.82916325451,-73.93726683976,12/30/2024
103,40.797468,-73.932868,12/30/2024
104,40.710095,-74.010611,12/30/2024
105,40.718883,-73.982205,12/30/2024
106,40.765399,-73.985704,12/30/2024
107,40.82642770243,-73.95045075559,12/30/2024
108,40.851113,-73.935256,12/30/2024
109,40.747729,-73.986838,12/30/2024
110,40.77037,-73.994598,12/30/2024
111,40.779168,-73.954785,12/30/2024
112,40.722522,-73.984599,12/30/2024
113,40.82581944803,-73.95301301824,12/30/2024
114,40.789349,-73.947353,12/30/2024
115,40.796058,-73.967054,12/30/2024
116,40.8340609684,-73.94487994278,12/30/2024
117,40.800904,-73.941012,12/30/2024
118,40.760463,-73.984675,12/30/2024
119,40.79953,-73.932839,12/30/2024
120,40.77949772523,-73.95558406795,12/30/2024
121,40.72240151678,-73.99164825724,12/30/2024
122,40.79553755463,-73.94808646102,12/30/2024
123,40.86260525137,-73.92027605702,12/30/2024
124,40.8050573265,-73.9390342253,12/30/2024
125,40.815913,-73.945124,12/30/2024
126,40.838808,-73.942578,12/30/2024
127,40.716345,-74.001252,12/30/2024
128,40.758233,-73.977429,12/30/2024
129,40.737569,-74.009065,12/30/2024
130,40.767612,-73.966379,12/30/2024
131,40.794324,-73.972035,12/30/2024
132,40.800639,-73.956276,12/30/2024
133,40.78262982287,-73.97498349378,12/30/2024
134,40.829965,-73.9367,12/30/2024
135,40.720537,-74.007583,12/30/2024
136,40.73443438732,-73.98990393254,12/30/2024
137,40.724842,-73.99728,12/30/2024
138,40.84078110886,-73.93624538182,12/30/2024
139,40.73170654022,-74.00095616453,12/30/2024
140,40.750664,-73.990868,12/30/2024
141,40.773992,-73.960668,12/30/2024
142,40.85118454727,-73.9286612763,12/30/2024
143,40.756797,-73.971112,12/30/2024
144,40.72543198687,-73.99677099366,12/30/2024
145,40.75353270126,-73.99453689202,12/30/2024
146,40.750432,-73.989281,12/30/2024
147,40.76651,-73.982364,12/30/2024
148,40.815649,-73.943456,12/30/2024
149,40.75723226526,-73.98979219055,12/30/2024
150,40.7491025012,-73.99200582084,12/30/2024
151,40.78461028786,-73.96983341361,12/30/2024
152,40.814788,-73.9575,12/30/2024
153,40.75652716281,-73.99401903777,12/30/2024
154,40.84932117163,-73.93373087247,12/30/2024
155,40.840783,-73.936254,12/30/2024
156,40.710382,-73.995318,12/30/2024
157,40.7591996725,-73.98461925002,12/30/2024
158,40.715526,-74.001238,12/30/2024
159,40.721557,-74.004933,12/30/2024
160,40.717973,-74.007295,12/30/2024
161,40.81538,-73.937893,12/30/2024
162,40.80437576971,-73.93742023722,12/30/2024
163,40.74169,-74.002987,12/30/2024
164,40.808558,-73.952357,12/30/2024
165,40.820595,-73.94447,12/30/2024
166,40.785509,-73.931391,12/30/2024
167,40.744792,-73.993291,12/30/2024
168,40.814044,-73.942771,12/30/2024
169,40.719869,-73.99253,12/30/2024
170,40.784153,-73.932207,12/30/2024
171,40.78946329956,-73.94763400394,12/30/2024
172,40.717187,-73.988914,12/30/2024
173,40.777255,-73.986347,12/30/2024
174,40.76229044249,-73.98610578414,12/30/2024
175,40.75152348693,-73.99394730218,12/30/2024
176,40.751978,-73.989915,12/30/2024
177,40.794294,-73.94123,12/30/2024
178,40.716012012,-73.9973320301,12/30/2024
179,40.726287,-73.987795,12/30/2024
180,40.716517,-73.998956,12/29/2024
181,40.73352,-74.003533,12/29/2024
182,40.85617993966,-73.92871375698,12/29/2024
183,40.766905,-73.963731,12/29/2024
184,40.7188270638,-73.98423174518,12/29/2024
185,40.76889099202,-73.98209349414,12/29/2024
186,40.808558,-73.952357,12/29/2024
187,40.81379,-73.940092,12/29/2024
188,40.740819,-73.974239,12/29/2024
189,40.7348370705,-73.98311298018,12/29/2024
190,40.79862228022,-73.94161894101,12/29/2024
191,40.713385,-73.982369,12/29/2024
192,40.734711,-73.989936,12/29/2024
193,40.84742870338,-73.93139421119,12/29/2024
194,40.8023964664,-73.93676832591,12/29/2024
195,40.84862705321,-73.93424121008,12/29/2024
196,40.763174,-73.967501,12/29/2024
197,40.74967084543,-73.99529728925,12/29/2024
198,40.763793,-73.997417,12/29/2024
199,40.72543198687,-73.99677099366,12/29/2024
200,40.717596,-73.985352,12/29/2024
201,40.722415,-73.999334,12/29/2024
202,40.756797,-73.971112,12/29/2024
203,40.758233,-73.977429,12/29/2024
204,40.755676,-73.97719,12/29/2024
205,40.835045,-73.946208,12/29/2024
206,40.76838163715,-73.99280496108,12/29/2024
207,40.83723080935,-73.9388385033,12/29/2024
208,40.718742,-73.997593,12/29/2024
209,40.755979,-73.988863,12/29/2024
210,40.852796,-73.929376,12/29/2024
211,40.717741,-73.996719,12/29/2024
212,40.82087823569,-73.94516183738,12/29/2024
213,40.74134,-73.978394,12/29/2024
214,40.84095296978,-73.93947116181,12/29/2024
215,40.808381,-73.946906,12/29/2024
216,40.720537,-74.007583,12/29/2024
217,40.717187,-73.988914,12/29/2024
218,40.75655941724,-73.98610697957,12/29/2024
219,40.791527,-73.924477,12/29/2024
220,40.863086,-73.925693,12/29/2024
221,40.768089,-73.982391,12/29/2024
222,40.762157,-73.995494,12/29/2024
223,40.82331456511,-73.94900781935,12/29/2024
224,40.81591307653,-73.94514930665,12/29/2024
225,40.711446,-73.98197,12/29/2024
226,40.788459,-73.939373,12/29/2024
227,40.752009,-73.977394,12/29/2024
228,40.807102,-73.943874,12/29/2024
229,40.862012,-73.923619,12/29/2024
230,40.820576,-73.945388,12/29/2024
231,40.823541,-73.939552,12/29/2024
232,40.74785369983,-73.99290823134,12/29/2024
233,40.75723226526,-73.98979219055,12/29/2024
234,40.761249,-73.994298,12/29/2024
235,40.74727705293,-73.98961687437,12/29/2024
236,40.86446248391,-73.91894337348,12/29/2024
237,40.761787,-73.961298,12/29/2024
238,40.82210922189,-73.94808379696,12/29/2024
239,40.750432,-73.989281,12/29/2024
240,40.712802,-74.007447,12/29/2024
241,40.732829,-73.986064,12/29/2024
242,40.749733,-73.989675,12/29/2024
243,40.851113,-73.935256,12/29/2024
244,40.779316,-73.949153,12/29/2024
245,40.720545,-73.995893,12/29/2024
246,40.746613,-73.995682,12/29/2024
247,40.7888,-73.966782,12/29/2024
248,40.71939629341,-74.00188311583,12/29/2024
249,40.737395,-73.979725,12/29/2024
250,40.76166823752,-73.97491556119,12/29/2024
251,40.74115,-73.976986,12/29/2024
252,40.76148582247,-73.96059923654,12/29/2024
253,40.8613104098,-73.9212320223,12/29/2024
254,40.75099078335,-73.99062326583,12/29/2024
255,40.75353270126,-73.99453689202,12/29/2024
256,40.75029388369,-73.99484248925,12/29/2024
257,40.76502407883,-73.98483594971,12/29/2024
258,40.85671476621,-73.93263179046,12/29/2024
259,40.73521404189,-73.99171521011,12/29/2024
260,40.804719,-73.937175,12/29/2024
261,40.8050324239,-73.95682044266,12/29/2024
262,40.854577,-73.9307,12/29/2024
263,40.81977,-73.955322,12/29/2024
264,40.73170654022,-74.00095616453,12/29/2024
265,40.85372341677,-73.9286910863,12/29/2024
266,40.805405,-73.939842,12/29/2024
267,40.760158,-73.983953,12/29/2024
268,40.734099,-74.006239,12/29/2024
269,40.861366,-73.930347,12/29/2024
270,40.75293627629,-73.98548693251,12/29/2024
271,40.740819,-73.974239,12/28/2024
272,40.79953,-73.932839,12/28/2024
273,40.790296,-73.942682,12/28/2024
274,40.81631909748,-73.95783191673,12/28/2024
275,40.773608,-73.991296,12/28/2024
276,40.722415,-73.999334,12/28/2024
277,40.75723226526,-73.98979219055,12/28/2024
278,40.765399,-73.985704,12/28/2024
279,40.762498,-73.984639,12/28/2024
280,40.73975138823,-74.00252241398,12/28/2024
281,40.778533,-73.988463,12/28/2024
282,40.801855,-73.951389,12/28/2024
283,40.83717784697,-73.94259699652,12/28/2024
284,40.76229044249,-73.98610578414,12/28/2024
285,40.749854208,-73.98793821749,12/28/2024
286,40.867026,-73.919914,12/28/2024
287,40.76889099202,-73.98209349414,12/28/2024
288,40.760233,-73.996895,12/28/2024
289,40.718232,-74.000246,12/28/2024
290,40.785987,-73.979975,12/28/2024
291,40.82403172341,-73.94475817615,12/28/2024
292,40.724842,-73.99728,12/28/2024
293,40.74095,-73.992127,12/28/2024
294,40.819704,-73.942353,12/28/2024
295,40.72365033469,-73.99102396313,12/28/2024
